congress;chamber;icpsr;state_icpsr;district_code;state_abbrev;party_code;occupancy;last_means;bioname;bioguide_id;born;died;nominate_dim1;nominate_dim2;nominate_log_likelihood;nominate_geo_mean_probability;nominate_number_of_votes;nominate_number_of_errors;conditional;nokken_poole_dim1;nokken_poole_dim2
116;House;21522;45;5;LA;200;;;Abraham, Ralph;A000374;1954;;0.541;0.257;-62.96669;0.87964;491;29;;0.607;0.154
116;House;21545;47;12;NC;100;;;Adams, Alma;A000370;1946;;-0.466;0.015;-14.83709;0.98092;770;5;;-0.429;-0.068
116;House;29701;41;4;AL;200;;;Aderholt, Robert;A000055;1965;;0.369;0.59;-119.35046;0.85288;750;43;;0.453;0.48
116;House;21506;71;31;CA;100;;;Aguilar, Pete;A000371;1979;;-0.291;0.136;-48.9478;0.9397;787;19;;-0.445;0.398
116;Senate;40304;54;0;TN;200;;;Alexander, Lamar;A000360;1940;;0.324;-0.177;-27.87682;0.94502;493;9;;0.32;-0.092
116;House;21516;44;12;GA;200;;;Allen, Rick;A000372;1951;;0.678;0.292;-90.90211;0.8917;793;38;;0.755;0.356
116;House;21900;49;32;TX;100;;;Allred, Colin;A000376;1983;;-0.45;0.616;-39.84046;0.94995;776;17;;-0.45;0.616
116;House;21143;23;3;MI;200;;;Amash, Justin;A000367;1980;;0.654;-0.757;-172.05329;0.62734;369;65;;0.919;-0.395
116;House;21196;65;2;NV;200;;;Angus King;A000369;1958;;0.383;0.197;-117.8472;0.85775;768;57;;0.398;0.225
116;House;21901;36;1;ND;200;;;Armstrong, Kelly;A000377;1976;;0.462;0.05;-127.84816;0.84665;768;59;;0.462;0.049
116;House;21700;49;19;TX;200;;;Arrington, Jodey;A000375;1972;;0.63;-0.036;-122.07914;0.85443;776;64;;0.653;-0.096
116;House;21902;31;3;IA;100;;;Axne, Cynthia;A000378;1965;;-0.237;0.564;-78.2102;0.90471;781;33;;-0.237;0.564
116;House;21551;49;36;TX;200;;;Babin, Brian;B001291;1948;;0.701;0.122;-107.30163;0.86768;756;48;;0.706;0.089
116;House;21701;35;2;NE;200;;;Bacon, Don;B001298;1963;;0.398;-0.098;-183.59244;0.79356;794;93;;0.39;-0.126
116;House;21903;22;4;IN;200;;;Baird, James;B001307;1945;;0.428;0.649;-78.02034;0.90607;791;37;;0.428;0.649
116;House;21759;24;12;OH;200;;;Balderson, Troy;B001306;1962;;0.418;0.476;-77.95119;0.90638;793;33;;0.419;0.475
116;Senate;29940;25;0;WI;100;;;Baldwin, Tammy;B001230;1962;;-0.493;-0.14;-131.89076;0.8067;614;65;;-0.395;-0.002
116;House;21702;22;3;IN;200;;;Banks, Jim;B001299;1979;;0.635;0.0;-107.43236;0.8727;789;51;;0.63;0.032
116;House;21333;51;6;KY;200;;;Barr, Andy;B001282;1973;;0.492;0.297;-101.02086;0.87823;778;44;;0.499;0.266
116;House;21703;71;44;CA;100;;;Barragan, Nanette;B001300;1976;;-0.513;0.046;-21.66833;0.97264;781;11;;-0.48;-0.514
116;Senate;40707;68;0;WY;200;;;Barrasso, John;B001261;1952;;0.541;0.246;-29.51261;0.95322;616;17;;0.607;0.311
116;House;21110;71;37;CA;100;;;Bass, Karen;B001270;1953;;-0.585;-0.106;-16.0441;0.97886;751;8;;-0.574;-0.403
116;House;21352;24;3;OH;100;;;Beatty, Joyce;B001281;1950;;-0.43;0.06;-15.58757;0.97967;759;4;;-0.475;-0.103
116;Senate;40910;62;0;CO;100;;;Bennet, Michael;B001267;1964;;-0.225;-0.182;-105.60048;0.80995;501;50;;-0.299;-0.142
116;House;21304;71;7;CA;100;;;Bera, Ami;B001287;1965;;-0.232;0.014;-29.36665;0.96364;793;11;;-0.363;0.301
116;House;21704;23;1;MI;200;;;Bergman, Jack;B001301;1947;;0.429;0.07;-124.02003;0.85247;777;57;;0.427;0.103
116;House;21554;40;8;VA;100;;;Beyer, Don;B001292;1950;;-0.385;-0.041;-18.46487;0.97649;776;7;;-0.341;-0.219
116;House;21705;61;5;AZ;200;;;Biggs, Andy;B001302;1958;;0.882;-0.471;-93.73757;0.88649;778;30;;1.0;-0.03
116;House;20758;43;12;FL;200;;;Bilirakis, Gus M.;B001257;1963;;0.405;0.019;-122.56389;0.85232;767;55;;0.412;-0.014
116;House;21986;47;9;NC;200;;;Bishop, Dan;B001311;1964;;0.861;0.152;-20.49011;0.93461;303;11;;0.86;0.152
116;House;20357;67;1;UT;200;;;Bishop, Rob;B001250;1951;;0.536;0.104;-137.6383;0.83193;748;63;;0.572;0.026
116;House;29339;44;2;GA;100;;;Bishop Jr., Sanford D.;B000490;1947;;-0.282;0.463;-58.25076;0.92777;777;30;;-0.337;0.279
116;Senate;20351;54;0;TN;200;;;Blackburn, Marsha;B001243;1952;;0.619;0.129;-41.75207;0.93353;607;17;;0.695;0.153
116;House;29588;72;3;OR;100;;;Blumenauer, Earl;B000574;1948;;-0.427;-0.669;-24.15433;0.96962;783;9;;-0.463;-0.801
116;Senate;41101;1;0;CT;100;;;Blumenthal, Richard;B001277;1946;;-0.434;-0.163;-100.05868;0.84872;610;43;;-0.447;-0.184
116;House;21706;11;1;DE;100;;;Blunt Rochester, Lisa;B001303;1962;;-0.332;-0.116;-15.44574;0.98066;791;3;;-0.398;-0.113
116;Senate;29735;34;0;MO;200;;;Blunt, Roy;B000575;1950;;0.426;0.275;-32.11124;0.94856;608;12;;0.342;0.151
116;House;21198;72;1;OR;100;;;Bonamici, Suzanne;B001278;1954;;-0.394;-0.397;-14.84522;0.98145;793;4;;-0.475;-0.345
116;Senate;41308;12;0;NJ;100;;;Booker, Cory;B001288;1969;;-0.599;-0.242;-38.7019;0.89671;355;19;;-0.564;-0.375
116;Senate;20101;42;0;AR;200;;;Boozman, John;B001236;1950;;0.4;0.246;-26.64311;0.95767;616;10;;0.351;0.249
116;House;21519;21;12;IL;200;;;Bost, Mike;B001295;1960;;0.272;0.5;-86.03804;0.88587;710;32;;0.298;0.454
116;House;21548;14;2;PA;100;;;Boyle, Brendan;B001296;1977;;-0.397;0.132;-31.35103;0.9609;786;13;;-0.386;-0.172
116;House;29760;49;8;TX;200;;;Brady, Kevin;B000755;1955;;0.524;0.218;-110.22219;0.86366;752;49;;0.581;0.265
116;Senate;41900;22;0;IN;200;;;Braun, Mike;B001310;1954;;0.8;0.6;-51.53396;0.91912;611;24;;0.816;0.359
116;House;21904;13;22;NY;100;;;Brindisi, Anthony;B001308;1978;;-0.152;0.564;-135.43423;0.84245;790;45;;-0.152;0.564
116;House;21193;41;5;AL;200;;;Brooks, Mo;B001274;1954;;0.649;-0.449;-133.14558;0.84454;788;49;;0.78;-0.381
116;House;21331;22;5;IN;200;;;Brooks, Susan W.;B001284;1960;;0.353;0.215;-132.67722;0.84153;769;63;;0.325;0.177
116;House;21707;52;4;MD;100;;;Brown, Anthony;B001304;1961;;-0.335;-0.133;-35.52884;0.95569;784;15;;-0.304;-0.076
116;Senate;29389;24;0;OH;100;;;Brown, Sherrod;B000944;1952;;-0.429;-0.112;-126.71171;0.81104;605;55;;-0.38;-0.107
116;House;21308;71;26;CA;100;;;Brownley, Julia;B001285;1952;;-0.286;0.052;-30.11106;0.96218;781;12;;-0.368;0.213
116;House;20709;43;16;FL;200;;;Buchanan, Vern;B001260;1951;;0.359;-0.134;-140.85655;0.83143;763;60;;0.345;-0.011
116;House;21510;62;4;CO;200;;;Buck, Ken;B001297;1959;;0.754;-0.464;-109.03791;0.85461;694;45;;0.74;-0.404
116;House;21132;22;8;IN;200;;;Bucshon, Larry;B001275;1962;;0.405;0.257;-90.40824;0.88935;771;38;;0.443;0.322
116;House;21708;47;13;NC;200;;;Budd, Ted;B001305;1971;;0.667;-0.108;-109.30693;0.86986;784;45;;0.658;-0.103
116;House;21905;54;2;TN;200;;;Burchett, Tim;B001309;1964;;0.678;-0.296;-138.27237;0.83793;782;56;;0.678;-0.297
116;House;20355;49;26;TX;200;;;Burgess, Michael;B001248;1950;;0.576;-0.212;-145.00485;0.82956;776;71;;0.617;-0.128
116;Senate;29548;47;0;NC;200;;;Burr, Richard;B001135;1955;;0.45;-0.054;-25.65645;0.95368;541;5;;0.342;0.184
116;House;21329;21;17;IL;100;;;Bustos, Cheri;B001286;1961;;-0.238;0.037;-24.08373;0.97009;793;7;;-0.318;0.215
116;House;20340;47;1;NC;100;;;Butterfield, G.K.;B001251;1947;;-0.404;0.182;-21.28122;0.97325;785;8;;-0.422;0.097
116;House;21376;41;1;AL;200;;;Byrne, Bradley;B001289;1955;;0.611;0.246;-102.12272;0.86112;683;40;;0.709;0.175
116;House;21309;71;29;CA;100;;;CÁRDENAS, Tony;C001097;1963;;-0.382;0.02;-29.69876;0.96153;757;15;;-0.451;0.038
116;House;29323;71;42;CA;200;;;Calvert, Ken;C000059;1953;;0.349;0.22;-81.25789;0.90166;785;25;;0.32;0.524
116;Senate;39310;73;0;WA;100;;;Cantwell, Maria;C000127;1958;;-0.303;-0.424;-103.86369;0.84297;608;41;;-0.355;-0.378
116;Senate;20146;56;0;WV;200;;;CAPITO, Shelley Moore;C001047;1953;;0.263;0.059;-27.35351;0.95386;579;4;;0.324;0.18
116;House;21709;71;24;CA;100;;;Carbajal, Salud;C001112;1964;;-0.301;0.143;-18.30439;0.97721;794;4;;-0.357;0.073
116;Senate;15408;52;0;MD;100;;;Cardin, Benjamin;C000141;1943;;-0.321;-0.221;-94.68016;0.85513;605;34;;-0.285;-0.088
116;Senate;15015;11;0;DE;100;;;Carper, Tom;C000174;1947;;-0.175;-0.222;-97.74843;0.85238;612;26;;-0.187;-0.223
116;House;20757;22;7;IN;100;;;Carson, André;C001072;1974;;-0.431;0.06;-39.91238;0.95067;789;12;;-0.553;0.293
116;House;21513;44;1;GA;200;;;Carter, Buddy;C001103;1957;;0.585;0.251;-92.75056;0.88909;789;35;;0.602;0.16
116;House;20356;49;31;TX;200;;;Carter, John;C001051;1941;;0.471;0.605;-134.56303;0.83081;726;59;;0.514;0.649
116;House;21358;14;8;PA;100;;;Cartwright, Matt;C001090;1961;;-0.366;-0.044;-25.49889;0.96722;765;6;;-0.303;-0.028
116;House;20322;82;1;HI;100;;;Case, Ed;C001055;1952;;-0.201;-0.124;-47.21179;0.94206;791;15;;-0.211;0.043
116;Senate;40703;14;0;PA;100;;;Casey, Bob Jr.;C001070;1960;;-0.313;0.189;-96.28966;0.85529;616;47;;-0.335;0.203
116;Senate;20919;45;0;LA;200;;;Cassidy, Bill;C001075;1957;;0.456;-0.098;-48.91423;0.91872;577;25;;0.509;-0.076
116;House;21906;21;6;IL;100;;;Casten, Sean;C001117;1971;;-0.402;0.252;-29.3279;0.96369;793;9;;-0.402;0.252
116;House;20708;43;14;FL;100;;;Castor, Kathy;C001066;1966;;-0.438;0.045;-16.35518;0.97954;791;5;;-0.416;-0.073
116;House;21362;49;20;TX;100;;;Castro, Joaquin;C001091;1974;;-0.399;-0.02;-32.35141;0.95859;765;13;;-0.611;-0.163
116;House;29550;24;1;OH;200;;;Chabot, Steve;C000266;1953;;0.572;-0.208;-106.6347;0.87433;794;39;;0.499;0.218
116;House;21710;68;1;WY;200;;;Cheney, Liz;C001109;1966;;0.517;0.456;-113.23984;0.86123;758;52;;0.517;0.466
116;House;20955;71;27;CA;100;;;Chu, Judy;C001080;1953;;-0.487;-0.378;-14.14058;0.9823;792;5;;-0.426;-0.435
116;House;21172;5;1;RI;100;;;Cicilline, David;C001084;1961;;-0.391;-0.28;-22.92956;0.97128;787;8;;-0.426;-0.148
116;House;21907;71;39;CA;100;;;Cisneros, Gilbert Ray Jr.;C001123;1972;;-0.376;0.576;-48.14338;0.94102;792;16;;-0.376;0.576
116;House;21375;3;5;MA;100;;;Clark, Katherine;C001101;1963;;-0.484;-0.375;-15.43356;0.98053;785;5;;-0.422;-0.285
116;House;20733;13;9;NY;100;;;Clarke, Yvette D.;C001067;1964;;-0.614;-0.206;-27.61301;0.96556;788;11;;-0.53;-0.546
116;House;20147;34;1;MO;100;;;CLAY, William Lacy, Jr.;C001049;1956;;-0.481;-0.079;-18.72191;0.97579;764;8;;-0.592;0.04
116;House;20517;34;5;MO;100;;;Cleaver, Emanuel;C001061;1944;;-0.453;0.014;-35.70569;0.95399;758;13;;-0.455;-0.001
116;House;21908;40;6;VA;200;;;Cline, Ben;C001118;1972;;0.711;-0.203;-113.94739;0.86631;794;49;;0.711;-0.203
116;House;21758;49;27;TX;200;;;Cloud, Michael;C001115;1975;;0.651;-0.241;-139.39444;0.8373;785;58;;0.652;-0.263
116;House;39301;48;6;SC;100;;;Clyburn, James E.;C000537;1940;;-0.464;0.255;-26.34817;0.96372;713;9;;-0.385;0.078
116;House;20748;54;9;TN;100;;;Cohen, Steve;C001068;1949;;-0.4;-0.353;-25.71417;0.96749;778;10;;-0.403;-0.271
116;House;20344;53;4;OK;200;;;Cole, Tom;C001053;1949;;0.331;0.361;-117.86962;0.86172;792;44;;0.302;0.405
116;House;21345;13;27;NY;200;;;COLLINS, Chris;C001092;1950;;0.357;0.236;-61.83374;0.87498;463;22;;0.328;0.316
116;House;21323;44;9;GA;200;;;Collins, Doug;C001093;1966;;0.611;0.129;-81.0418;0.896;738;31;;0.595;0.292
116;Senate;49703;2;0;ME;200;;;Collins, Susan;C001035;1952;;0.113;-0.539;-54.36787;0.91552;616;15;;0.133;-0.409
116;House;21565;51;1;KY;200;;;Comer, James;C001108;1972;;0.635;-0.006;-116.55965;0.86234;787;55;;0.646;0.017
116;House;20531;49;11;TX;200;;;Conaway, K. Michael;C001062;1948;;0.591;0.372;-76.36755;0.90752;787;33;;0.604;0.594
116;House;20952;40;11;VA;100;;;Connolly, Gerald E. “Gerry”;C001078;1950;;-0.306;-0.014;-51.18187;0.93711;788;25;;-0.242;-0.088
116;House;21305;71;8;CA;200;;;Cook, Paul;C001094;1943;;0.372;0.208;-106.11369;0.87064;766;43;;0.321;0.373
116;Senate;40916;11;0;DE;100;;;Coons, Chris;C001088;1963;;-0.227;-0.215;-70.64271;0.88769;593;25;;-0.202;-0.246
116;House;15019;54;5;TN;100;;;Cooper, Jim;C000754;1954;;-0.163;-0.032;-91.23009;0.88989;782;23;;-0.262;0.247
116;Senate;40305;49;0;TX;200;;;Cornyn, John;C001056;1952;;0.492;-0.01;-37.42934;0.94039;609;17;;0.443;0.082
116;House;21711;71;46;CA;100;;;Correa, Lou;C001110;1958;;-0.281;0.306;-59.16582;0.92704;781;27;;-0.338;0.171
116;Senate;41700;65;0;NV;100;;;Cortez Mastro, Catherine;C001113;1964;;-0.37;0.354;-60.02195;0.90658;612;27;;-0.35;0.354
116;House;20501;71;16;CA;100;;;Costa, Jim;C001059;1952;;-0.192;0.464;-97.86974;0.88278;785;36;;-0.373;0.757
116;Senate;21301;42;0;AR;200;;;Cotton, Tom;C001095;1977;;0.571;0.086;-58.2682;0.90918;612;25;;0.442;0.045
116;House;20706;1;2;CT;100;;;Courtney, Joe;C001069;1953;;-0.344;0.017;-21.43307;0.97333;793;6;;-0.359;0.007
116;House;21909;71;21;CA;100;;;Cox, TJ;C001124;1963;;-0.343;0.477;-48.36119;0.94018;784;14;;-0.343;0.477
116;House;21910;33;2;MN;100;;;Craig, Angie;C001119;1972;;-0.31;0.705;-76.52077;0.90812;794;25;;-0.31;0.705
116;Senate;21350;36;0;ND;200;;;Cramer, Kevin;C001096;1961;;0.388;0.287;-21.66118;0.96448;599;8;;0.372;0.249
116;Senate;29345;63;0;ID;200;;;Crapo, Mike;C000880;1951;;0.511;0.294;-32.57634;0.94816;612;17;;0.492;0.657
116;House;21106;42;1;AR;200;;;Crawford, Rick;C001087;1966;;0.414;0.494;-84.188;0.89108;730;36;;0.511;0.532
116;House;21911;49;2;TX;200;;;Crenshaw, Dan;C001120;1984;;0.398;0.359;-84.79304;0.89724;782;35;;0.397;0.358
116;House;21712;43;13;FL;100;;;Crist, Charlie;C001111;1956;;-0.222;0.043;-33.96209;0.95802;792;15;;-0.288;0.279
116;House;21912;62;6;CO;100;;;Crow, Jason;C001121;1979;;-0.271;0.405;-45.97556;0.94367;793;15;;-0.271;0.405
116;Senate;41304;49;0;TX;200;;;Cruz, Ted;C001098;1970;;0.822;-0.275;-42.12649;0.93098;589;19;;0.851;-0.1
116;House;20533;49;28;TX;100;;;Cuellar, Henry;C001063;1955;;-0.228;0.62;-136.01477;0.84202;791;65;;-0.358;0.892
116;House;29587;52;7;MD;100;;;CUMMINGS, Elijah Eugene;C000984;1951;;-0.438;-0.148;-14.38346;0.96718;431;7;;-0.385;-0.096
116;House;21913;48;1;SC;100;;;Cunningham, Joe;C001122;1982;;-0.13;0.489;-140.6864;0.83554;783;53;;-0.13;0.489
116;House;21755;67;3;UT;200;;;Curtis, John R.;C001114;1960;;0.542;0.041;-92.36465;0.88176;734;40;;0.539;0.07
116;Senate;21338;64;0;MT;200;;;Daines, Steve;D000618;1962;;0.552;-0.127;-61.99766;0.9026;605;35;;0.585;-0.233
116;House;21914;32;3;KS;100;;;Davids, Sharice;D000629;1980;;-0.248;0.201;-57.48294;0.92982;790;24;;-0.248;0.201
116;House;21564;24;8;OH;200;;;Davidson, Warren;D000626;1970;;0.704;-0.362;-169.51189;0.80512;782;83;;0.675;-0.423
116;House;29717;21;7;IL;100;;;Davis, Danny K.;D000096;1941;;-0.486;-0.263;-15.16792;0.98057;773;3;;-0.48;-0.339
116;House;21328;21;13;IL;200;;;Davis, Rodney;D000619;1970;;0.275;0.175;-125.25657;0.85023;772;46;;0.237;0.338
116;House;20108;71;53;CA;100;;;Davis, Susan;D000598;1944;;-0.343;-0.103;-15.42959;0.98051;784;4;;-0.34;-0.011
116;House;21915;14;4;PA;100;;;Dean, Madeleine;D000631;1959;;-0.517;0.072;-12.50053;0.98432;791;5;;-0.517;0.072
116;House;15410;72;4;OR;100;;;DeFazio, Peter;D000191;1947;;-0.428;0.005;-58.5198;0.92617;763;18;;-0.307;-0.355
116;House;29710;62;1;CO;100;;;DeGette, Diana;D000197;1957;;-0.432;-0.313;-16.12631;0.97964;784;7;;-0.392;-0.365
116;House;29109;1;3;CT;100;;;DeLauro, Rosa L.;D000216;1943;;-0.416;-0.118;-19.20557;0.97533;769;7;;-0.376;-0.05
116;House;31101;73;1;WA;100;;;DelBene, Suzan;D000617;1962;;-0.281;-0.229;-19.08392;0.97616;791;2;;-0.35;-0.192
116;House;21916;13;19;NY;100;;;Delgado, Antonio;D000630;1977;;-0.214;0.196;-58.6141;0.92884;794;18;;-0.214;0.196
116;House;21713;43;10;FL;100;;;Demings, Val;D000627;1957;;-0.338;-0.113;-23.94827;0.97014;790;11;;-0.312;0.085
116;House;21504;71;11;CA;100;;;DeSaulnier, Mark;D000623;1952;;-0.529;-0.361;-11.59438;0.98534;785;4;;-0.461;-0.532
116;House;21179;54;4;TN;200;;;DesJarlais, Scott;D000616;1964;;0.581;-0.082;-93.62484;0.8841;760;40;;0.553;0.063
116;House;20959;43;22;FL;100;;;Deutch, Ted;D000610;1966;;-0.4;-0.094;-19.6709;0.97471;768;7;;-0.394;0.058
116;House;20316;43;25;FL;200;;;Diaz-Balart, Mario;D000600;1961;;0.279;0.121;-130.97595;0.84506;778;50;;0.284;0.223
116;House;21529;23;12;MI;100;;;Dingell, Debbie;D000624;1953;;-0.408;-0.147;-20.89525;0.97336;774;9;;-0.39;-0.429
116;House;29571;49;35;TX;100;;;Doggett, Lloyd;D000399;1946;;-0.402;-0.314;-38.74435;0.95074;767;12;;-0.393;-0.469
116;House;29561;14;18;PA;100;;;Doyle, Michael;D000482;1953;;-0.33;0.112;-34.64683;0.95572;765;13;;-0.451;-0.357
116;Senate;21325;21;0;IL;100;;;DUCKWORTH, Tammy;D000622;1968;;-0.333;0.107;-87.32948;0.86328;594;35;;-0.366;0.192
116;House;21189;25;7;WI;200;;;DUFFY, Sean;D000614;1971;;0.511;-0.109;-100.93909;0.79459;439;46;;0.515;0.012
116;House;21174;48;3;SC;200;;;Duncan, Jeff;D000615;1966;;0.731;-0.184;-105.48906;0.87274;775;38;;0.713;-0.12
116;House;21714;43;2;FL;200;;;Dunn, Neal;D000628;1953;;0.534;0.22;-120.25237;0.8524;753;56;;0.547;0.172
116;Senate;15021;21;0;IL;100;;;Durbin, Richard;D000563;1944;;-0.348;-0.308;-132.21604;0.80369;605;70;;-0.285;-0.117
116;House;21531;33;6;MN;200;;;Emmer, Tom;E000294;1961;;0.458;-0.062;-135.86858;0.82694;715;54;;0.498;-0.013
116;House;15603;13;16;NY;100;;;Engel, Eliot;E000179;1947;;-0.408;-0.093;-23.49152;0.97048;784;9;;-0.45;-0.195
116;Senate;49706;68;0;WY;200;;;Enzi, Mike;E000285;1944;;0.545;0.198;-42.18004;0.93308;609;16;;0.589;0.405
116;Senate;41502;31;0;IA;200;;;ERNST, Joni;E000295;1970;;0.528;-0.053;-56.64191;0.91133;610;20;;0.549;-0.157
116;House;21917;49;16;TX;100;;;Escobar, Veronica;E000299;1969;;-0.381;-0.231;-22.09053;0.97225;785;9;;-0.381;-0.231
116;House;29312;71;18;CA;100;;;Eshoo, Anna G.;E000215;1942;;-0.381;-0.427;-13.01039;0.98329;772;6;;-0.393;-0.228
116;House;21715;13;13;NY;100;;;Espaillat, Adriano;E000297;1954;;-0.615;-0.142;-25.94599;0.96777;792;10;;-0.46;-0.565
116;House;21750;32;4;KS;200;;;Estes, Ron;E000298;1956;;0.605;0.088;-93.98603;0.88662;781;43;;0.621;0.082
116;House;21566;14;3;PA;100;;;Evans, Dwight;E000296;1954;;-0.457;-0.079;-12.26644;0.98438;779;2;;-0.504;-0.083
116;Senate;49300;71;0;CA;100;;;Feinstein, Dianne;F000062;1933;;-0.267;-0.182;-74.6662;0.88479;610;24;;-0.259;-0.053
116;House;21717;44;3;GA;200;;;Ferguson, Drew;F000465;1967;;0.624;0.129;-108.47022;0.87002;779;47;;0.662;0.142
116;House;21918;31;1;IA;100;;;Finkenauer, Abby;F000467;1988;;-0.223;0.5;-79.28618;0.90485;793;41;;-0.223;0.5
116;Senate;41302;35;0;NE;200;;;Fischer, Deb;F000463;1951;;0.471;0.343;-24.22091;0.96107;610;9;;0.482;0.479
116;House;21718;14;1;PA;200;;;Fitzpatrick, Brady;F000466;1973;;0.171;-0.178;-175.35237;0.79981;785;75;;0.148;-0.131
116;House;21178;54;3;TN;200;;;Fleischmann, Chuck;F000459;1962;;0.455;0.308;-93.93902;0.88842;794;44;;0.409;0.406
116;House;21919;49;7;TX;100;;;Fletcher, Lizzie;F000468;1975;;-0.446;0.843;-71.74237;0.91329;791;34;;-0.446;0.843
116;House;21182;49;17;TX;200;;;Flores, Bill;F000461;1954;;0.574;0.286;-104.73511;0.87252;768;38;;0.521;0.174
116;House;20518;35;1;NE;200;;;Fortenberry, Jeff;F000449;1960;;0.301;-0.061;-161.94083;0.81121;774;70;;0.31;-0.048
116;House;20749;21;11;IL;100;;;Foster, Bill;F000454;1955;;-0.228;-0.225;-25.99496;0.96726;781;5;;-0.414;0.104
116;House;20521;47;5;NC;200;;;Foxx, Virginia;F000450;1943;;0.63;0.129;-131.54634;0.84553;784;56;;0.562;0.042
116;House;21321;43;21;FL;100;;;Frankel, Lois;F000462;1948;;-0.399;-0.083;-22.51981;0.97061;755;10;;-0.343;-0.03
116;House;20941;24;11;OH;100;;;Fudge, Marcia L.;F000455;1952;;-0.582;0.14;-39.86903;0.94692;731;14;;-0.556;0.308
116;House;21920;63;1;ID;200;;;Fulcher, Russ;F000469;1973;;0.624;0.062;-91.60852;0.88972;784;40;;0.624;0.062
116;House;21324;82;2;HI;100;;;Gabbard, Tulsi;G000571;1981;;-0.278;-0.262;-22.64113;0.95649;509;8;;-0.291;-0.526
116;House;21719;43;1;FL;200;;;Gaetz, Matt;G000578;1982;;0.623;-0.578;-196.27535;0.75518;699;89;;0.594;-0.635
116;House;21720;25;8;WI;200;;;Gallagher, Mike;G000579;1984;;0.44;-0.044;-151.56525;0.81963;762;65;;0.397;-0.032
116;House;21502;61;7;AZ;100;;;Gallego, Ruben;G000574;1979;;-0.449;-0.013;-20.98747;0.97349;781;11;;-0.431;0.042
116;House;20958;71;3;CA;100;;;Garamendi, John;G000559;1945;;-0.309;-0.093;-31.15233;0.96085;780;8;;-0.301;-0.039
116;House;21921;21;4;IL;100;;;Garcia, Jesus “Chuy”;G000586;1956;;-0.45;-0.747;-24.28843;0.96969;789;9;;-0.45;-0.747
116;House;21988;71;25;CA;200;;;Garcia, Mike;G000061;1976;;0.433;0.458;-7.34912;0.93177;104;3;;0.431;0.451
116;House;21922;49;29;TX;100;;;Garcia, Sylvia;G000587;1950;;-0.734;0.558;-46.1981;0.94348;794;14;;-0.734;0.558
116;Senate;21112;62;0;CO;200;;;Gardner, Cory;G000562;1974;;0.444;-0.029;-48.2314;0.92301;602;21;;0.354;-0.012
116;House;21751;64;1;MT;200;;;Gianforte, Greg;G000584;1961;;0.434;0.074;-97.2112;0.87221;711;39;;0.44;0.08
116;House;21165;24;7;OH;200;;;Gibbs, Bob;G000563;1954;;0.472;0.322;-87.19578;0.89227;765;32;;0.501;0.515
116;Senate;20735;13;0;NY;100;;;Gillibrand, Kirsten;G000555;1966;;-0.475;-0.439;-81.69595;0.85305;514;47;;-0.698;-0.441
116;House;20527;49;1;TX;200;;;Gohmert, Louie;G000552;1953;;0.625;-0.333;-139.78058;0.82332;719;67;;0.707;-0.433
116;House;21923;2;2;ME;100;;;Golden, Jared;G000592;1982;;-0.127;0.382;-172.1006;0.80513;794;63;;-0.127;0.382
116;House;21754;71;34;CA;100;;;Gomez, Jimmy;G000585;1974;;-0.595;-0.087;-25.3863;0.96826;787;12;;-0.426;-0.497
116;House;21924;24;16;OH;200;;;Gonzalez, Anthony;G000588;1984;;0.286;0.242;-109.65823;0.86978;786;41;;0.289;0.241
116;House;21722;49;15;TX;100;;;Gonzalez, Vincente;G000581;1967;;-0.38;0.659;-78.36992;0.90165;757;35;;-0.529;0.849
116;House;21925;49;5;TX;200;;;Gooden, Lance;G000589;1982;;0.729;0.059;-81.56301;0.90035;777;30;;0.729;0.059
116;House;21103;61;4;AZ;200;;;Gosar, Paul A.;G000565;1958;;0.678;-0.42;-117.50024;0.85318;740;45;;0.919;-0.395
116;House;21723;12;5;NJ;100;;;Gottheimer, Josh;G000583;1975;;-0.141;0.213;-101.68854;0.87922;790;49;;-0.172;0.458
116;Senate;29566;48;0;SC;200;;;Graham, Lindsey;G000359;1955;;0.405;-0.17;-29.97597;0.95071;593;8;;0.322;-0.005
116;House;29762;49;12;TX;200;;;Granger, Kay;G000377;1943;;0.397;0.242;-104.91944;0.86281;711;47;;0.43;0.392
116;Senate;14226;31;0;IA;200;;;Grassley, Chuck;G000386;1933;;0.346;-0.065;-62.07126;0.90264;606;22;;0.495;0.011
116;House;21523;45;6;LA;200;;;Graves, Garret;G000577;1972;;0.463;-0.072;-128.3795;0.8486;782;55;;0.423;-0.032
116;House;20124;34;6;MO;200;;;Graves, Sam;G000546;1963;;0.443;0.174;-116.44716;0.86015;773;49;;0.52;0.365
116;House;20962;44;14;GA;200;;;Graves, Tom;G000560;1970;;0.716;-0.002;-113.96483;0.85361;720;41;;0.664;0.143
116;House;20529;49;9;TX;100;;;Green, Al;G000553;1947;;-0.438;0.31;-30.38416;0.96227;790;16;;-0.419;-0.062
116;House;21926;54;7;TN;200;;;Green, Mark;G000590;1964;;0.698;0.041;-80.03193;0.89078;692;36;;0.698;0.041
116;House;21191;40;9;VA;200;;;Griffith, Morgan;G000568;1958;;0.552;-0.438;-171.47677;0.79872;763;72;;0.569;-0.365
116;House;20305;61;3;AZ;100;;;Grijalva, Raul;G000551;1948;;-0.599;-0.256;-21.38609;0.972;753;8;;-0.583;-0.576
